video alpha median momentum_threshold picture_threshold objective
/mnt/21FEB03000018194.mpg 0.04 13 4000 40 1.75
/mnt/21FEB03000018194.mpg 0.04 9 8000 50 1.75
/mnt/21FEB03000018072.mpg 0.04 21 2000 10 1.75
/mnt/21FEB03000018194.mpg 0.08 13 2000 40 1.75
/mnt/21FEB03000018194.mpg 0.04 13 2000 40 1.75
/mnt/21FEB03000018264.mpg 0.08 9 8000 50 1.75
/mnt/21FEB03000018264.mpg 0.08 13 4000 40 1.7
/mnt/21FEB03000018194.mpg 0.08 9 8000 40 1.75
/mnt/21FEB03000018194.mpg 0.08 17 8000 20 1.6
/mnt/21FEB03000018072.mpg 0.04 13 2000 10 1.6
/mnt/21FEB03000018194.mpg 0.02 21 2000 30 1.67
/mnt/21FEB03000018194.mpg 0.08 9 8000 50 1.67
/mnt/21FEB03000018194.mpg 0.01 17 8000 30 1.67
/mnt/21FEB03000018072.mpg 0.01 13 2000 20 1.67
/mnt/21FEB03000018264.mpg 0.02 13 2000 50 1.67
/mnt/21FEB03000018264.mpg 0.01 13 4000 50 1.67
/mnt/21FEB03000018264.mpg 0.02 13 4000 50 1.67
/mnt/21FEB03000018264.mpg 0.04 9 8000 60 1.67
/mnt/21FEB03000018124.mpg 0.04 9 2000 20 1.67
/mnt/21FEB03000018264.mpg 0.04 9 8000 50 1.67
/mnt/21FEB03000018194.mpg 0.01 13 8000 40 1.6
/mnt/21FEB03000018194.mpg 0.02 17 4000 30 1.6
/mnt/21FEB03000018194.mpg 0.01 21 8000 30 1.6
/mnt/21FEB03000018194.mpg 0.08 21 4000 20 1.6
/mnt/21FEB03000018194.mpg 0.01 21 4000 30 1.6
/mnt/21FEB03000018264.mpg 0.08 9 2000 60 1.6
/mnt/21FEB03000018264.mpg 0.02 9 4000 60 1.6
/mnt/21FEB03000018072.mpg 0.04 21 8000 10 1.5
/mnt/21FEB03000018072.mpg 0.01 21 8000 10 1.5
/mnt/21FEB03000018072.mpg 0.02 13 8000 10 1.5
/mnt/21FEB03000018072.mpg 0.02 17 4000 10 1.5
/mnt/21FEB03000018194.mpg 0.02 21 8000 20 1.5
/mnt/21FEB03000018072.mpg 0.04 21 4000 10 1.5
/mnt/21FEB03000018124.mpg 0.01 13 8000 20 1.5
/mnt/21FEB03000018072.mpg 0.02 9 8000 20 1.5
/mnt/21FEB03000018264.mpg 0.08 9 4000 60 1.5
/mnt/21FEB03000018264.mpg 0.02 13 8000 40 1.5
/mnt/21FEB03000018264.mpg 0.01 13 8000 40 1.5
/mnt/21FEB03000018072.mpg 0.02 13 2000 10 1.5
/mnt/21FEB03000018124.mpg 0.04 9 4000 20 1.5
/mnt/21FEB03000018264.mpg 0.08 13 8000 30 1.5
/mnt/21FEB03000018264.mpg 0.02 9 8000 60 1.5
/mnt/21FEB03000018264.mpg 0.02 21 8000 60 1.5
/mnt/21FEB03000018264.mpg 0.08 21 8000 50 1.5
/mnt/21FEB03000018264.mpg 0.08 21 4000 60 1.5
/mnt/21FEB03000018264.mpg 0.08 17 8000 60 1.5
/mnt/21FEB03000018072.mpg 0.08 9 4000 10 1.4
/mnt/21FEB03000018194.mpg 0.04 9 4000 60 1.4
/mnt/21FEB03000018072.mpg 0.08 9 2000 10 1.4
/mnt/21FEB03000018194.mpg 0.01 17 4000 30 1.4
/mnt/21FEB03000018194.mpg 0.02 17 8000 20 1.4
/mnt/21FEB03000018264.mpg 0.04 9 4000 60 1.4
/mnt/21FEB03000018072.mpg 0.04 17 4000 10 1.33
/mnt/21FEB03000018072.mpg 0.04 17 2000 10 1.33
/mnt/21FEB03000018072.mpg 0.04 13 4000 10 1.33
/mnt/21FEB03000018072.mpg 0.02 21 2000 10 1.33
/mnt/21FEB03000018072.mpg 0.08 9 8000 10 1.33
/mnt/21FEB03000018072.mpg 0.01 13 8000 20 1.3
/mnt/21FEB03000018072.mpg 0.01 13 4000 20 1.3
/mnt/21FEB03000018124.mpg 0.01 9 2000 20 1.33
/mnt/21FEB03000018124.mpg 0.04 21 4000 10 1.2
/mnt/21FEB03000018124.mpg 0.04 21 2000 10 1.2
/mnt/21FEB03000018124.mpg 0.02 9 4000 20 1.25
/mnt/21FEB03000018124.mpg 0.02 9 2000 20 1.25
/mnt/21FEB03000018124.mpg 0.04 9 8000 20 1.25
/mnt/21FEB03000018124.mpg 0.02 21 2000 10 1.0
/mnt/21FEB03000018124.mpg 0.04 21 8000 10 1.0
/mnt/21FEB03000018124.mpg 0.04 17 2000 10 1.0
/mnt/21FEB03000018124.mpg 0.08 21 8000 10 1.0
/mnt/21FEB03000018194.mpg 0.08 17 8000 60 1.0
/mnt/21FEB03000018124.mpg 0.01 17 2000 10 1.0
/mnt/21FEB03000018124.mpg 0.01 21 2000 10 1.0
/mnt/21FEB03000018124.mpg 0.01 21 4000 10 1.0
/mnt/21FEB03000018124.mpg 0.02 17 4000 10 1.0
/mnt/21FEB03000018124.mpg 0.08 17 4000 10 1.0
/mnt/21FEB03000018124.mpg 0.01 21 8000 10 1.0
/mnt/21FEB03000018124.mpg 0.02 21 8000 10 1.0
/mnt/21FEB03000018124.mpg 0.08 17 8000 10 1.0
